sample#;AD1;AD2;RSSIrx;RSSItx
1355;248;0;93;93
1356;248;0;92;93
1357;248;0;93;93
1358;248;0;92;93
1359;248;0;93;93
1360;248;0;92;93
1361;248;0;93;93
1362;248;0;93;93
1363;248;0;93;93
1364;248;0;93;92
1365;248;0;93;92
1366;248;0;92;92
1367;248;0;93;93
1368;248;0;92;93
1369;248;0;94;93
1370;248;0;94;94
1371;248;0;95;94
1372;248;0;94;94
1373;248;0;95;95
1374;248;0;95;95
1375;248;0;95;95
1376;248;0;95;95
1377;248;0;95;95
1378;248;0;94;95
1379;248;0;95;95
1380;248;0;94;95
1381;248;0;95;95
1382;248;0;94;95
1383;248;0;95;95
1384;248;0;94;95
1385;248;0;95;95
1386;248;0;94;95
1387;248;0;95;95
1388;248;0;94;95
1389;248;0;95;95
1390;248;0;94;95
1391;248;0;95;95
1392;248;0;94;95
1393;248;0;94;95
1394;248;0;94;95
1395;248;0;94;95
1396;248;0;94;95
1397;248;0;94;95
1398;248;0;94;95
1399;248;0;94;94
1400;248;0;93;94
1401;248;0;94;94
1402;248;0;93;94
1403;248;0;93;94
1404;248;0;92;94
1405;248;0;93;94
1406;248;0;92;94
1407;248;0;92;94
1408;248;0;92;94
1409;248;0;93;94
1410;248;0;93;94
1411;248;0;93;94
1412;248;0;93;93
1413;248;0;94;93
1414;248;0;94;94
1415;248;0;95;94
1416;248;0;94;94
1417;248;0;95;94
1418;248;0;95;95
1419;248;0;95;95
1420;248;0;95;95
1421;248;0;95;96
1422;248;0;96;96
1423;248;0;96;96
1424;248;0;96;96
1425;248;0;96;96
1426;248;0;96;96
1427;248;0;95;96
1428;248;0;95;96
1429;248;0;94;95
1430;248;0;91;95
1431;248;0;91;94
1432;248;0;93;94
1433;248;0;95;94
1434;248;0;95;94
1435;248;0;95;93
1436;248;0;95;94
1437;248;0;96;95
1438;248;0;97;95
1439;248;0;98;96
1440;248;0;98;97
1441;248;0;99;97
1442;248;0;99;98
1443;248;0;99;99
1444;248;0;100;99
1445;248;0;1;1
1447;248;0;93;21
1448;248;0;88;32
1449;248;0;88;43
1450;248;0;88;54
1451;248;0;90;66
1452;248;0;90;78
1453;248;0;91;90
1454;248;0;93;92
1455;248;0;96;93
1456;248;0;96;93
1457;248;0;97;94
1458;248;0;97;95
1459;248;0;97;96
1460;248;0;96;95
1461;248;0;96;95
1462;248;0;94;95
1463;248;0;94;95
1464;248;0;93;95
1465;248;0;93;94
1466;248;0;92;94
1467;248;0;94;94
1468;248;0;94;94
1469;248;0;95;94
1470;248;0;94;94
1471;248;0;95;94
1472;248;0;95;94
1473;248;0;96;94
1474;248;0;95;94
1475;248;0;95;94
1476;248;0;95;95
1477;248;0;96;95
1478;248;0;95;95
1479;248;0;97;95
1480;248;0;96;95
1481;248;0;97;95
1482;248;0;96;95
1483;248;0;96;95
1484;248;0;95;95
1485;248;0;96;95
1486;248;0;95;95
1487;248;0;96;95
1488;248;0;95;95
1489;248;0;95;95
1490;248;0;95;95
1491;248;0;96;95
1492;248;0;96;95
1493;248;0;96;95
1494;248;0;95;95
1495;248;0;96;95
1496;248;0;95;95
1497;248;0;96;95
1498;248;0;95;95
1499;248;0;96;95
1500;248;0;95;95
1501;248;0;95;95
1503;248;0;95;21
1504;248;0;95;33
1505;248;0;95;45
1506;248;0;96;57
1507;248;0;94;68
1508;248;0;95;80
1509;248;0;94;92
1510;248;0;95;94
1511;248;0;93;93
1512;248;0;94;93
1513;248;0;92;94
1514;248;0;92;94
1515;248;0;92;94
1516;248;0;94;94
1517;248;0;94;94
1518;248;0;95;94
1519;248;0;94;94
1520;248;0;95;94
1521;248;0;95;94
1522;248;0;96;94
1523;248;0;96;95
1524;248;0;96;95
1525;248;0;95;95
1526;248;0;94;95
1527;248;0;94;95
1528;248;0;94;95
1529;248;0;95;95
1530;248;0;95;95
1531;248;0;96;95
1532;248;0;97;96
1533;248;0;98;96
1534;248;0;97;96
1535;248;0;98;97
1536;248;0;97;97
1537;248;0;97;97
1538;248;0;97;97
1539;248;0;98;97
1540;248;0;97;97
1541;248;0;98;98
1542;248;0;98;98
1543;248;0;99;98
1544;248;0;100;98
1545;248;0;101;99
1546;248;0;101;99
1547;248;0;101;100
1548;248;0;101;100
1549;248;0;100;100
1550;248;0;100;100
1551;248;0;100;100
1552;248;0;99;100
1553;248;0;100;100
1554;248;0;99;100
1555;248;0;100;100
1556;248;0;99;99
1557;248;0;100;99
1558;248;0;99;99
1559;248;0;99;99
1560;248;0;99;99
1561;248;0;99;99
1562;248;0;99;99
1563;248;0;99;99
1564;248;0;98;99
1565;248;0;98;99
1566;248;0;97;98
1567;248;0;97;98
1568;248;0;96;97
1569;248;0;96;97
1570;248;0;96;96
1571;248;0;95;95
1572;248;0;90;95
1573;248;0;88;94
1574;248;0;86;93
1575;248;0;89;92
1576;248;0;89;91
1577;248;0;88;90
1578;248;0;86;89
1579;248;0;82;88
1580;248;0;85;87
1581;248;0;85;87
1582;248;0;87;87
1583;248;0;88;87
1584;248;0;91;88
1585;248;0;91;89
1586;248;0;92;89
1587;248;0;93;90
1588;248;0;94;91
1589;248;0;94;92
1590;248;0;94;93
1591;248;0;94;93
1592;248;0;94;93
1593;248;0;95;93
1594;248;0;94;93
1595;248;0;95;93
1596;248;0;95;93
1597;248;0;95;93
1598;248;0;95;94
1599;248;0;95;93
1600;248;0;95;94
1601;248;0;95;93
1602;248;0;94;94
1603;248;0;94;93
1604;248;0;93;93
1605;248;0;93;93
1606;248;0;92;92
1607;248;0;93;92
1608;248;0;92;92
1609;248;0;92;92
1610;248;0;92;92
1611;248;0;94;92
1612;248;0;93;92
1613;248;0;95;92
1614;248;0;94;93
1615;248;0;94;93
1616;248;0;92;91
1617;248;0;94;91
1618;248;0;92;90
1619;248;0;93;90
1620;248;0;92;91
1621;248;0;92;91
1622;248;0;90;90
1623;248;0;93;90
1624;248;0;91;91
1625;248;0;93;90
1626;248;0;92;91
1627;248;0;93;91
1628;248;0;92;89
1629;248;0;92;90
1630;248;0;91;90
1631;248;0;92;90
1632;248;0;92;91
1633;248;0;93;91
1634;248;0;95;92
1635;248;0;97;92
1636;248;0;97;94
1637;248;0;98;94
1638;248;0;99;96
1639;248;0;99;96
1640;248;0;98;96
1641;248;0;95;95
1642;248;0;94;96
1643;248;0;95;96
1644;248;0;97;95
1645;248;0;97;95
1646;248;0;98;95
1647;248;0;96;95
1648;248;0;97;95
1649;248;0;97;96
1650;248;0;97;95
1651;248;0;95;95
1652;248;0;95;96
1653;248;0;95;96
1654;248;0;96;96
1655;248;0;96;96
1656;248;0;98;96
1657;248;0;98;96
1658;248;0;98;96
1659;248;0;96;97
1660;248;0;96;97
1661;248;0;96;97
1662;248;0;96;96
1663;248;0;96;96
1664;248;0;93;95
1665;248;0;90;94
1666;248;0;85;92
1667;248;0;85;92
1668;248;0;87;91
1669;248;0;91;92
1670;248;0;94;92
1671;248;0;97;92
1672;248;0;96;93
1673;248;0;96;94
1674;248;0;94;94
1675;248;0;94;94
1676;248;0;91;93
1677;248;0;91;93
1678;248;0;90;92
1679;248;0;91;91
1680;248;0;92;92
1681;248;0;93;91
1682;248;0;94;92
1683;248;0;95;92
1684;248;0;95;93
1685;248;0;96;94
1686;248;0;96;94
1687;248;0;97;95
1688;248;0;97;94
1689;248;0;97;95
1690;248;0;97;95
1691;248;0;97;95
1692;248;0;97;96
1693;248;0;97;96
1694;248;0;97;96
1695;248;0;98;96
1696;248;0;97;96
1697;248;0;98;96
1698;248;0;98;96
1699;248;0;98;96
1700;248;0;97;96
1701;248;0;97;96
1702;248;0;97;96
1703;248;0;96;95
1704;248;0;95;95
1705;248;0;95;95
1706;248;0;95;95
1707;248;0;95;95
1708;248;0;96;96
1709;248;0;96;96
1710;248;0;98;96
1711;248;0;98;97
1712;248;0;99;98
1713;248;0;99;98
1714;248;0;100;99
1715;248;0;99;99
1716;248;0;100;99
1717;248;0;99;99
1718;248;0;99;99
1719;248;0;97;98
1720;248;0;97;98
1721;248;0;96;98
1722;248;0;96;97
1723;248;0;96;97
1724;248;0;96;97
1725;248;0;98;98
1726;248;0;98;97
1727;248;0;99;98
1728;248;0;99;98
1729;248;0;99;98
1730;248;0;98;98
1731;248;0;98;98
1732;248;0;97;98
1733;248;0;98;98
1734;248;0;97;98
1735;248;0;98;97
1736;248;0;98;97
1737;248;0;98;97
1738;248;0;98;97
1739;248;0;97;96
1740;248;0;97;97
1741;248;0;97;96
1742;248;0;99;97
1743;248;0;98;97
1744;248;0;100;97
1745;248;0;99;97
1746;248;0;99;98
1747;248;0;98;98
1748;248;0;98;98
1749;248;0;97;98
1750;248;0;97;98
1751;248;0;97;98
1752;248;0;97;97
1753;248;0;96;97
1754;248;0;96;96
1755;248;0;96;96
1756;248;0;97;96
1757;248;0;97;96
1758;248;0;98;96
1759;248;0;98;96
1760;248;0;98;97
1761;248;0;97;97
1762;248;0;98;97
1763;248;0;97;97
1764;247;0;98;97
1765;246;0;98;97
1766;247;0;99;97
1767;247;0;100;97
1768;247;0;99;97
1769;247;0;99;98
1770;247;0;97;97
1771;247;0;97;97
1772;247;0;96;97
1773;247;0;96;97
1774;247;0;97;97
1775;247;0;97;97
1776;247;0;97;97
1777;247;0;96;97
1778;247;0;97;97
1779;247;0;100;97
1780;247;0;99;97
1781;247;0;97;97
1782;247;0;96;97
1783;248;0;96;97
1784;247;0;97;97
1785;247;0;98;97
1786;247;0;98;97
1787;247;0;97;96
1788;247;0;96;97
1789;247;0;96;97
1790;247;0;95;96
1791;247;0;95;96
1792;247;0;95;96
1793;246;0;97;96
1794;247;0;97;95
1795;247;0;96;95
1796;247;0;95;95
1797;246;0;95;95
1798;246;0;96;95
1799;247;0;96;95
1800;247;0;96;95
1801;247;0;96;95
1802;247;0;94;95
1803;246;0;96;95
1804;247;0;94;94
1805;247;0;94;94
1806;247;0;95;95
1807;247;0;97;95
1808;247;0;95;95
1809;246;0;93;94
1810;245;0;92;95
1811;247;0;94;94
1812;247;0;94;95
1813;247;0;94;94
1814;247;0;93;93
1815;246;0;94;93
1816;247;0;93;93
1817;246;0;94;92
1818;242;0;94;92
1819;247;0;97;94
1820;247;0;94;93
1821;247;0;93;93
1822;247;0;91;93
1823;246;0;96;94
1824;247;0;95;95
1825;247;0;97;94
1826;242;0;95;94
1827;247;0;96;94
1828;247;0;95;94
1829;247;0;96;94
1830;247;0;96;95
1831;247;0;98;95
1832;246;0;97;95
1833;238;0;96;95
1834;245;0;93;96
1835;247;0;96;95
1836;247;0;96;96
1837;247;0;97;96
1838;247;0;96;96
1839;247;0;98;96
1840;247;0;97;96
1841;247;0;98;97
1842;245;0;98;97
1843;246;0;99;97
1844;246;0;97;96
1845;245;0;97;96
1846;247;0;97;97
1847;247;0;98;96
1848;247;0;96;97
1849;247;0;97;96
1850;246;0;96;96
1851;247;0;98;96
1852;247;0;98;97
1853;246;0;99;96
1854;247;0;97;96
1855;246;0;95;96
1856;246;0;95;95
1857;245;0;97;96
1858;246;0;97;96
1859;246;0;96;96
1860;246;0;95;95
1861;245;0;96;95
1862;247;0;96;96
1863;247;0;98;96
1864;247;0;95;96
1865;247;0;94;95
1866;246;0;93;94
1867;247;0;96;94
1868;247;0;95;94
1869;247;0;95;94
1870;247;0;94;93
1871;247;0;94;93
1872;247;0;93;92
1873;247;0;89;92
1874;247;0;87;91
1875;247;0;89;90
1876;247;0;88;90
1877;247;0;90;90
1878;247;0;89;90
1879;246;0;89;89
1880;246;0;90;91
1881;247;0;89;91
1882;247;0;89;92
1883;247;0;88;93
1884;247;0;89;92
1885;246;0;90;92
1886;247;0;90;92
1887;247;0;92;93
1888;246;0;92;92
1889;247;0;93;90
1890;247;0;93;90
1891;247;0;94;90
1892;247;0;92;91
1893;247;0;93;91
1894;247;0;93;90
1895;247;0;93;90
1896;247;0;94;90
1897;247;0;94;92
1898;247;0;95;92
1899;247;0;95;93
1900;247;0;95;92
1901;246;0;95;93
1902;247;0;96;94
1903;247;0;96;94
1904;247;0;97;95
1905;246;0;97;96
1906;247;0;98;97
1907;247;0;97;97
1908;246;0;98;97
1909;248;0;99;98
1910;245;0;99;97
1911;246;0;99;98
1912;246;0;99;97
1913;246;0;98;98
1914;246;0;98;98
1915;246;0;99;98
1916;245;0;99;98
1917;243;0;99;99
1918;246;0;100;99
1919;246;0;101;99
1920;246;0;101;99
1921;247;0;101;99
1922;246;0;101;100
1923;246;0;101;100
1924;246;0;101;100
1925;246;0;101;100
1926;246;0;101;100
1927;246;0;102;100
1928;246;0;102;101
1929;246;0;102;101
1930;246;0;102;101
1931;246;0;101;101
1932;246;0;102;100
1933;246;0;102;100
1934;246;0;102;101
1935;246;0;102;100
1936;246;0;103;101
1937;246;0;103;101
1938;246;0;102;101
1939;246;0;102;101
1940;247;0;102;102
1941;246;0;102;102
1942;246;0;103;102
1943;247;0;103;102
1944;246;0;103;102
1945;246;0;103;102
1946;247;0;103;103
1947;246;0;103;102
1948;246;0;103;103
1949;246;0;103;103
1950;246;0;103;103
1951;246;0;103;103
1952;247;0;103;103
1953;246;0;103;103
1954;247;0;104;103
1955;247;0;104;103
1956;246;0;104;103
1957;246;0;104;103
1958;246;0;105;103
1959;245;0;104;103
1960;244;0;104;103
1961;244;0;104;103
1962;244;0;103;103
1963;244;0;102;102
1964;244;0;102;103
1965;245;0;101;102
1966;245;0;102;102
1967;245;0;102;102
1968;245;0;103;101
1969;244;0;102;101
1970;244;0;102;101
1971;245;0;101;101
1972;245;0;102;101
1973;245;0;102;101
1974;245;0;102;102
1975;244;0;103;102
1976;245;0;103;102
1977;244;0;103;102
1978;245;0;104;102
1979;245;0;103;103
1980;246;0;103;102
1981;246;0;104;102
1982;246;0;104;102
1983;246;0;103;102
1984;246;0;104;102
1985;246;0;104;102
1986;246;0;104;102
1987;246;0;104;102
1988;246;0;105;103
1989;246;0;106;103
1990;245;0;105;103
1991;245;0;104;103
1992;240;0;104;102
1993;242;0;104;103
1994;247;0;105;103
1995;241;0;104;103
1996;243;0;104;103
1997;240;0;104;103
1998;244;0;104;103
1999;244;0;103;103
2000;244;0;103;104
2001;244;0;103;104
2002;245;0;105;104
2003;244;0;104;104
2004;245;0;105;103
2005;245;0;104;104
2006;245;0;105;104
2007;245;0;105;104
2008;244;0;105;103
2009;245;0;104;103
2010;244;0;104;103
2011;245;0;103;103
2012;244;0;103;103
2013;245;0;103;102
2014;243;0;103;102
2015;247;0;103;102
2016;244;0;103;102
2017;245;0;102;103
2018;245;0;103;103
2019;245;0;103;103
2020;245;0;103;103
2021;245;0;103;103
2022;245;0;102;103
2023;245;0;102;103
2024;245;0;102;103
2025;244;0;103;103
2026;244;0;103;103
2027;243;0;103;103
2028;244;0;103;102
2029;243;0;103;102
2030;245;0;103;102
2031;244;0;103;102
2032;244;0;103;102
2033;245;0;104;102
2034;244;0;103;102
2035;244;0;103;102
2036;244;0;103;102
2037;244;0;104;102
2038;243;0;104;102
2039;244;0;103;102
2040;243;0;103;102
2041;244;0;103;102
2042;243;0;103;102
2043;244;0;103;102
2044;243;0;103;102
2045;243;0;103;102
2046;244;0;103;102
2047;243;0;103;102
2048;243;0;102;102
2049;242;0;102;101
2050;243;0;102;101
2051;242;0;101;101
2052;244;0;102;100
2053;244;0;101;100
2054;244;0;101;100
2055;244;0;102;100
2056;244;0;102;100
2057;243;0;102;101
2058;244;0;102;101
2059;243;0;101;101
2060;243;0;99;100
2061;242;0;98;100
2062;243;0;95;99
2063;241;0;98;99
2064;243;0;99;98
2065;242;0;100;98
2066;242;0;99;98
2067;243;0;99;98
2068;242;0;100;98
2069;242;0;100;99
2070;242;0;101;100
2071;241;0;101;100
2072;241;0;101;101
2073;243;0;102;101
2074;243;0;101;101
2075;244;0;101;101
2076;244;0;101;101
2077;244;0;101;100
2078;244;0;101;100
2079;242;0;102;100
2080;241;0;101;100
2081;243;0;101;100
2082;243;0;102;101
2083;242;0;102;101
2084;242;0;101;101
2085;242;0;102;102
2086;242;0;102;101
2087;241;0;102;101
2088;241;0;102;101
2089;241;0;101;101
2090;241;0;101;101
2091;243;0;103;101
2092;242;0;103;101
2093;243;0;103;101
2094;242;0;102;101
2095;241;0;102;101
2096;240;0;102;101
2097;239;0;102;101
2098;240;0;102;101
2099;242;0;103;101
2100;240;0;103;101
2101;242;0;102;101
2102;242;0;102;101
2103;242;0;102;101
2104;242;0;102;101
2105;241;0;103;101
2106;241;0;103;101
2107;240;0;104;101
2108;239;0;103;101
2109;244;0;102;102
2110;241;0;101;101
2111;241;0;102;101
2112;242;0;102;101
2113;241;0;102;101
2114;242;0;102;101
2115;240;0;102;101
2116;243;0;102;101
2117;242;0;102;101
2118;242;0;102;101
2119;242;0;102;101
2120;243;0;102;101
2121;242;0;103;101
2122;242;0;102;101
2123;240;0;102;101
2124;241;0;102;101
2125;241;0;102;101
2126;241;0;102;101
2127;241;0;102;101
2128;241;0;102;101
2129;242;0;102;101
2130;241;0;102;101
2131;241;0;102;101
2132;240;0;102;101
2133;240;0;102;101
2134;242;0;102;101
2135;241;0;103;101
2136;242;0;103;101
2137;241;0;102;101
2138;240;0;102;101
2139;241;0;102;101
2140;240;0;102;101
2141;239;0;103;101
2142;240;0;102;101
2143;239;0;102;102
2144;242;0;101;101
2145;242;0;102;101
2146;242;0;102;101
2147;241;0;101;101
2148;242;0;102;101
2149;241;0;102;101
2150;241;0;102;101
2151;240;0;102;101
2152;241;0;102;102
2153;241;0;102;102
2154;240;0;102;102
2155;240;0;102;102
2156;240;0;102;102
2157;239;0;102;102
2158;240;0;103;102
2159;240;0;103;102
2160;241;0;102;102
2161;241;0;102;102
2162;240;0;102;102
2163;240;0;102;102
2164;240;0;102;101
2165;240;0;102;101
2166;240;0;102;101
2167;240;0;102;101
2168;240;0;101;101
2169;240;0;102;102
2170;239;0;102;102
2171;240;0;102;101
2172;240;0;102;102
2173;240;0;102;102
2174;239;0;102;102
2175;240;0;102;101
2176;239;0;102;101
2177;239;0;102;101
2178;240;0;101;100
2179;238;0;101;101
2180;238;0;101;100
2181;240;0;102;100
2182;240;0;101;100
2183;240;0;101;100
2184;240;0;100;100
2185;239;0;100;100
2186;239;0;99;100
2187;240;0;100;100
2188;240;0;101;100
2189;240;0;101;100
2190;240;0;101;100
2191;239;0;101;100
2192;239;0;101;99
2193;239;0;102;100
2194;239;0;101;99
2195;240;0;101;99
2196;240;0;100;100
2197;240;0;101;100
2198;240;0;101;100
2199;240;0;101;100
2200;239;0;101;100
2201;239;0;101;100
2202;239;0;100;100
2203;240;0;100;100
2204;240;0;100;99
2205;240;0;101;99
2206;240;0;101;99
2207;239;0;100;99
2208;239;0;99;99
2209;240;0;99;99
2210;239;0;100;99
2211;239;0;101;99
2212;240;0;101;99
2213;239;0;101;99
2214;239;0;101;99
2215;239;0;102;99
2216;239;0;101;99
2217;238;0;101;100
2218;238;0;101;100
2219;240;0;101;99
2220;240;0;102;100
2221;239;0;102;100
2222;239;0;101;101
2223;239;0;102;101
2224;238;0;101;100
2225;238;0;102;100
2226;240;0;102;100
2227;239;0;101;101
2228;238;0;101;101
2229;239;0;102;101
2230;238;0;102;101
2231;237;0;102;100
2232;238;0;102;100
2233;239;0;102;101
2234;239;0;102;101
2235;239;0;103;101
2236;237;0;103;101
2237;238;0;103;102
2238;237;0;104;102
2239;237;0;104;103
2240;238;0;105;103
2241;237;0;106;103
2242;237;0;106;104
2243;238;0;106;104
2244;237;0;106;104
2245;236;0;106;104
2246;239;0;106;104
2247;239;0;105;104
2248;239;0;106;105
2249;237;0;106;105
2250;238;0;106;106
2251;237;0;106;106
2252;237;0;106;106
2253;237;0;106;106
2254;239;0;106;106
2255;238;0;106;105
2256;238;0;106;105
2257;238;0;106;105
2258;237;0;105;105
2259;238;0;105;105
2260;238;0;105;105
2261;238;0;105;105
2262;238;0;104;105
2263;238;0;104;104
2264;237;0;103;104
2265;238;0;104;104
2266;237;0;104;103
2267;238;0;105;103
2268;238;0;105;103
2269;238;0;105;103
2270;237;0;106;103
2271;238;0;105;104
2272;236;0;106;104
2273;237;0;106;105
2274;238;0;106;105
2275;238;0;106;106
2276;238;0;106;106
2277;237;0;106;107
2278;237;0;107;107
2279;236;0;106;107
2280;238;0;107;106
2281;238;0;107;106
2282;238;0;107;106
2283;237;0;106;106
2284;237;0;106;106
2285;237;0;105;106
2286;237;0;104;105
2287;237;0;104;105
2288;238;0;104;105
2289;237;0;103;104
2290;237;0;103;103
2291;237;0;101;103
2292;237;0;100;102
2293;237;0;100;101
2294;239;0;101;101
2295;238;0;101;101
2296;238;0;102;100
2297;237;0;102;100
2298;236;0;102;100
2299;237;0;102;101
2300;237;0;103;102
2301;237;0;103;102
2302;237;0;104;103
2303;238;0;104;103
2304;238;0;104;103
2305;237;0;104;104
2306;236;0;104;104
2307;237;0;103;104
2308;237;0;103;104
2309;238;0;103;104
2310;237;0;103;104
2311;238;0;103;104
2312;237;0;103;104
2313;237;0;102;104
2314;236;0;103;104
2315;238;0;102;104
2316;238;0;103;103
2317;238;0;101;102
2318;237;0;102;102
2319;237;0;99;102
2320;236;0;100;102
2321;236;0;97;101
2322;237;0;99;101
2323;237;0;96;101
2324;237;0;98;101
2325;237;0;97;101
2326;236;0;99;101
2327;236;0;98;101
2328;237;0;99;100
2329;237;0;98;99
2330;237;0;98;99
2331;236;0;94;98
2332;236;0;96;98
2333;237;0;94;98
2334;236;0;96;98
2335;237;0;95;98
2336;238;0;98;99
2337;237;0;99;99
2338;237;0;100;99
2339;237;0;100;100
2340;236;0;101;99
2341;238;0;101;99
2342;237;0;101;100
2343;238;0;101;100
2344;237;0;102;100
2345;237;0;102;100
2346;236;0;102;101
2347;236;0;102;101
2348;237;0;102;101
2349;238;0;102;102
2350;237;0;102;101
2351;237;0;102;102
2352;236;0;102;101
2353;235;0;102;101
2354;237;0;102;101
2355;237;0;101;101
2356;235;0;101;101
2357;237;0;99;100
2358;237;0;99;100
2359;236;0;97;99
2360;237;0;97;100
2361;235;0;96;99
2362;236;0;96;99
2363;235;0;94;98
2364;235;0;94;96
2365;235;0;93;94
2366;236;0;93;93
2367;234;0;92;92
2368;236;0;94;92
2369;236;0;95;92
2370;235;0;97;93
2371;236;0;99;93
2372;235;0;100;95
2373;236;0;100;97
2374;236;0;100;97
2375;236;0;98;98
2376;236;0;97;98
2377;236;0;92;96
2378;235;0;90;94
2379;236;0;91;93
2380;235;0;92;92
2381;236;0;95;92
2382;236;0;96;92
2383;237;0;98;92
2384;235;0;98;92
2385;236;0;99;95
2386;235;0;98;96
2387;237;0;98;96
2388;236;0;98;96
2389;235;0;96;96
2390;235;0;95;95
2391;235;0;91;95
2392;236;0;89;94
2393;235;0;86;93
2394;236;0;87;91
2395;236;0;82;89
2396;236;0;82;89
2397;235;0;86;86
2398;235;0;86;85
2399;235;0;88;85
2400;236;0;87;85
2401;237;0;90;85
2402;236;0;88;85
2403;235;0;91;86
2404;235;0;90;86
2405;235;0;92;87
2406;236;0;91;88
2407;235;0;93;88
2408;235;0;92;88
2409;235;0;94;88
2410;235;0;94;89
2411;235;0;95;90
2412;236;0;95;92
2413;237;0;95;92
2414;236;0;95;93
2415;235;0;96;93
2416;235;0;96;94
2417;236;0;97;94
2418;236;0;96;95
2419;236;0;96;95
2420;235;0;96;95
2421;235;0;97;94
2422;236;0;97;95
2423;235;0;96;95
2424;236;0;95;95
2425;236;0;96;94
2426;235;0;94;94
2427;235;0;95;94
2428;235;0;94;93
2429;235;0;94;93
2430;236;0;93;93
2431;235;0;94;92
2432;236;0;93;92
2433;236;0;94;92
2434;236;0;93;91
2435;236;0;94;91
2436;236;0;93;91
2437;237;0;93;91
2438;236;0;93;90
2439;236;0;94;90
2440;236;0;94;90
2441;236;0;94;90
2442;237;0;91;90
2443;236;0;91;90
2444;236;0;89;88
2445;235;0;90;87
2446;237;0;86;87
2447;237;0;82;87
2448;235;0;85;86
2449;236;0;82;85
2450;237;0;82;86
2451;237;0;81;85
2452;236;0;88;87
2453;236;0;88;88
2454;236;0;91;89
2455;235;0;93;90
2456;236;0;94;91
2457;236;0;95;93
2458;235;0;96;93
2459;236;0;96;94
2460;235;0;95;94
2461;235;0;95;94
2462;235;0;95;94
2463;236;0;94;94
2464;235;0;92;93
2465;235;0;92;93
2466;235;0;91;92
2467;236;0;89;91
2468;236;0;90;91
2469;236;0;88;91
2470;236;0;89;90
2471;235;0;90;89
2472;234;0;92;90
2473;235;0;92;90
2474;235;0;94;91
2475;235;0;95;92
2476;235;0;95;93
2477;235;0;96;94
2478;236;0;98;96
2479;236;0;98;97
2480;235;0;98;97
2481;235;0;97;98
2482;235;0;97;97
2483;234;0;96;96
2484;235;0;95;96
2485;236;0;94;95
2486;236;0;92;95
2487;235;0;90;94
2488;235;0;89;94
2489;234;0;88;93
2490;236;0;92;93
2491;235;0;91;93
2492;235;0;94;94
2493;235;0;95;94
2494;235;0;96;95
2495;236;0;97;95
2496;235;0;98;95
2497;235;0;98;96
2498;235;0;99;97
2499;235;0;99;97
2500;235;0;99;98
2501;235;0;99;98
2502;236;0;99;98
2503;236;0;99;99
2504;235;0;100;99
2505;234;0;99;100
2506;235;0;99;99
2507;235;0;99;99
2508;235;0;99;99
2509;235;0;99;99
2510;235;0;99;99
2511;234;0;99;99
2512;236;0;99;98
2513;236;0;98;98
2514;237;0;99;98
2515;236;0;98;98
2516;237;0;98;99
2517;236;0;98;99
2518;237;0;97;98
2519;237;0;97;98
2520;237;0;97;98
2521;237;0;97;98
2522;236;0;97;98
2523;235;0;97;98
2524;236;0;96;98
2525;236;0;96;98
2526;236;0;97;99
2527;236;0;98;99
2528;235;0;99;99
2529;236;0;99;99
2530;236;0;100;99
2531;236;0;99;99
2532;235;0;100;99
2533;235;0;100;99
2534;235;0;101;100
2535;235;0;100;100
2536;234;0;100;100
2537;235;0;100;100
2538;234;0;100;100
2539;234;0;99;100
2540;235;0;98;99
2541;235;0;96;98
2542;235;0;95;97
2543;233;0;93;96
2544;234;0;92;95
2545;235;0;91;95
2546;235;0;93;94
2547;234;0;94;94
2548;235;0;96;94
2549;235;0;97;95
2550;236;0;99;97
2551;235;0;100;98
2552;234;0;101;98
2553;234;0;100;99
2554;235;0;101;100
2555;236;0;100;100
2556;236;0;100;100
2557;236;0;100;101
2558;236;0;100;100
2559;236;0;99;100
2560;237;0;99;100
2561;237;0;98;100
2562;236;0;98;100
2563;237;0;97;100
2564;236;0;98;100
2565;236;0;96;99
2566;237;0;97;99
2567;236;0;96;98
2568;236;0;97;98
2569;235;0;96;97
2570;235;0;98;98
2571;237;0;97;98
2572;236;0;98;98
2573;236;0;97;98
2574;236;0;99;98
2575;236;0;100;99
2576;236;0;100;99
2577;236;0;99;99
2578;236;0;99;99
2579;235;0;100;99
2580;236;0;100;100
2581;236;0;101;100
2582;236;0;100;100
2583;236;0;101;101
2584;236;0;100;101
2585;235;0;101;101
2586;237;0;101;101
2587;236;0;102;101
2588;237;0;102;102
2589;235;0;102;102
2590;235;0;102;101
2591;237;0;102;101
2592;237;0;102;101
2593;237;0;102;101
2594;237;0;101;101
2595;236;0;101;101
2596;237;0;101;102
2597;237;0;101;101
2598;237;0;102;102
2599;237;0;101;102
2600;236;0;101;101
2601;236;0;102;101
2602;236;0;102;101
2603;237;0;102;101
2604;237;0;102;101
2605;237;0;102;100
2606;237;0;102;101
2607;238;0;101;101
2608;238;0;101;101
2609;238;0;100;101
2610;237;0;101;101
2611;237;0;101;101
2612;238;0;101;101
2613;238;0;101;101
2614;239;0;101;101
2615;239;0;101;101
2616;239;0;100;101
2617;240;0;100;101
2618;239;0;101;101
2619;240;0;101;101
2620;240;0;101;101
2621;239;0;101;101
2622;238;0;101;101
2623;239;0;101;101
2624;240;0;101;101
2625;240;0;101;101
2626;239;0;102;101
